analysis,sla_locus,hla_subgroup,hla_locus,n_sla_sequences,mean_ensemble_probability,summed_ensemble_probability,sd_across_seeds,loo_mean_min,loo_mean_max,frac_sequences_top_subgroup,mean_seeds_voting_this_subgroup,edge_weight_mean_mass,edge_weight_summed_mass,stability_inverse_cv,original_figure2_threshold_note
class1,SLA-3,C17,C,43,0.010665,0.45858,0.013254,0.006129,0.013272,0.0,0.0233,0.010665,0.45858,0.8047,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C_Other,C,43,0.004285,0.184236,0.004715,0.002496,0.005177,0.0,0.0,0.004285,0.184236,0.9088,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A01,A,10,0.005391,0.053913,0.009832,0.001009,0.006705,0.0,0.0,0.005391,0.053913,0.5483,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A02,A,10,0.001829,0.018289,0.003325,0.000346,0.002283,0.0,0.0,0.001829,0.018289,0.5501,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A03,A,10,0.001071,0.010707,0.000852,0.000821,0.00131,0.0,0.0,0.001071,0.010707,1.257,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A11,A,10,0.00158,0.015801,0.001674,0.000875,0.001953,0.0,0.0,0.00158,0.015801,0.9438,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A23,A,10,0.012517,0.125168,0.012598,0.007516,0.015579,0.0,0.0,0.012517,0.125168,0.9936,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A24,A,10,0.03081,0.3081,0.050799,0.008787,0.03847,0.0,0.0,0.03081,0.3081,0.6065,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A25,A,10,0.009069,0.090693,0.010714,0.004538,0.010774,0.0,0.0,0.009069,0.090693,0.8465,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A26,A,10,0.009165,0.091651,0.018235,0.001016,0.011391,0.0,0.0,0.009165,0.091651,0.5026,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A29,A,10,0.00231,0.023101,0.002049,0.001655,0.002859,0.0,0.0,0.00231,0.023101,1.1274,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A30,A,10,0.001772,0.017716,0.000882,0.001566,0.002119,0.0,0.0,0.001772,0.017716,2.0091,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A31,A,10,0.003004,0.030044,0.003865,0.001334,0.003646,0.0,0.0,0.003004,0.030044,0.7772,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A32,A,10,0.004776,0.047759,0.001716,0.004249,0.005431,0.0,0.0,0.004776,0.047759,2.7832,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A33,A,10,0.002676,0.026759,0.001932,0.002217,0.003328,0.0,0.0,0.002676,0.026759,1.3851,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A68,A,10,0.001417,0.014168,0.00123,0.000957,0.001748,0.0,0.0,0.001417,0.014168,1.152,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,A_Other,A,10,0.007399,0.073994,0.00645,0.004979,0.00905,0.0,0.0,0.007399,0.073994,1.1471,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B07,B,10,0.003386,0.033862,0.00354,0.001995,0.004048,0.0,0.0,0.003386,0.033862,0.9565,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B08,B,10,0.010818,0.108181,0.016878,0.003674,0.013457,0.0,0.0,0.010818,0.108181,0.641,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B13,B,10,0.030994,0.309938,0.031384,0.020107,0.038675,0.0,0.0,0.030994,0.309938,0.9876,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B14,B,10,0.03086,0.3086,0.042161,0.013259,0.038524,0.0,0.0,0.03086,0.3086,0.732,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B15,B,10,0.000559,0.005592,0.000656,0.000274,0.000686,0.0,0.0,0.000559,0.005592,0.8521,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B18,B,10,0.002347,0.023471,0.004048,0.000541,0.00291,0.0,0.0,0.002347,0.023471,0.5798,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B27,B,10,0.123878,1.238785,0.151132,0.080504,0.154398,0.0,2.0,0.123878,1.238785,0.8197,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B35,B,10,0.000594,0.005939,0.000633,0.000325,0.000701,0.0,0.0,0.000594,0.005939,0.9384,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B37,B,10,0.073867,0.738673,0.111542,0.024604,0.090117,0.0,1.0,0.073867,0.738673,0.6622,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B38,B,10,0.016176,0.16176,0.022551,0.006206,0.020042,0.0,0.0,0.016176,0.16176,0.7173,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B39,B,10,0.01217,0.121695,0.014728,0.007364,0.015205,0.0,0.0,0.01217,0.121695,0.8263,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B40,B,10,0.139141,1.391414,0.266859,0.02068,0.173844,1.0,1.0,0.139141,1.391414,0.5214,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B41,B,10,0.013338,0.133376,0.012826,0.008113,0.015668,0.0,0.0,0.013338,0.133376,1.0399,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B44,B,10,0.004442,0.044419,0.007134,0.00126,0.005381,0.0,0.0,0.004442,0.044419,0.6227,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B46,B,10,0.001839,0.018391,0.001467,0.001404,0.002266,0.0,0.0,0.001839,0.018391,1.2536,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B49,B,10,0.028547,0.285469,0.031262,0.018471,0.035325,0.0,0.0,0.028547,0.285469,0.9132,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B50,B,10,0.024661,0.246612,0.031226,0.011053,0.029954,0.0,0.0,0.024661,0.246612,0.7898,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B51,B,10,0.001843,0.018428,0.001986,0.001021,0.002301,0.0,0.0,0.001843,0.018428,0.928,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B52,B,10,0.012599,0.125993,0.018544,0.004512,0.015567,0.0,0.0,0.012599,0.125993,0.6794,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B53,B,10,0.006335,0.063354,0.007197,0.004172,0.007893,0.0,0.0,0.006335,0.063354,0.8802,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B55,B,10,0.017041,0.170414,0.019003,0.009664,0.021207,0.0,0.0,0.017041,0.170414,0.8968,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B56,B,10,0.026617,0.266166,0.038391,0.010339,0.033143,0.0,0.0,0.026617,0.266166,0.6933,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B57,B,10,0.008287,0.082871,0.01034,0.003907,0.010115,0.0,0.0,0.008287,0.082871,0.8015,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B58,B,10,0.007522,0.075215,0.008981,0.00436,0.009345,0.0,0.0,0.007522,0.075215,0.8375,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,B_Other,B,10,0.11925,1.192504,0.216503,0.022709,0.147476,0.0,1.0,0.11925,1.192504,0.5508,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C01,C,10,0.02183,0.218302,0.021859,0.01449,0.026926,0.0,0.0,0.02183,0.218302,0.9987,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C02,C,10,0.007243,0.072434,0.012071,0.001975,0.009019,0.0,0.0,0.007243,0.072434,0.6,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C03,C,10,0.002109,0.021089,0.003874,0.000386,0.002633,0.0,0.0,0.002109,0.021089,0.5444,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C04,C,10,0.009591,0.095907,0.01255,0.004584,0.011767,0.0,0.0,0.009591,0.095907,0.7642,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C05,C,10,0.0042,0.042,0.004886,0.002357,0.005224,0.0,0.0,0.0042,0.042,0.8596,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C06,C,10,0.000918,0.009181,0.001027,0.000621,0.001144,0.0,0.0,0.000918,0.009181,0.8939,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C07,C,10,0.028019,0.280189,0.058691,0.001802,0.035016,0.0,0.0,0.028019,0.280189,0.4774,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C08,C,10,0.00429,0.042897,0.004028,0.002817,0.005356,0.0,0.0,0.00429,0.042897,1.065,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C12,C,10,0.00142,0.014201,0.00301,7.4e-05,0.001772,0.0,0.0,0.00142,0.014201,0.4718,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C14,C,10,0.035008,0.350075,0.034436,0.023404,0.043548,0.0,0.0,0.035008,0.350075,1.0166,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C15,C,10,0.008717,0.087171,0.017428,0.000939,0.010844,0.0,0.0,0.008717,0.087171,0.5002,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C16,C,10,0.009796,0.097959,0.017438,0.002048,0.012068,0.0,0.0,0.009796,0.097959,0.5618,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C17,C,10,0.045086,0.450855,0.08032,0.009289,0.055676,0.0,0.0,0.045086,0.450855,0.5613,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-6,C_Other,C,10,0.009875,0.098755,0.008179,0.006529,0.011799,0.0,0.0,0.009875,0.098755,1.2074,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A01,A,3,0.006926,0.020777,0.007698,0.00426,0.008484,0.0,0.0,0.006926,0.020777,0.8997,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A02,A,3,0.000546,0.001637,0.000464,0.000356,0.000672,0.0,0.0,0.000546,0.001637,1.1767,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A03,A,3,0.004162,0.012486,0.007649,0.000745,0.005177,0.0,0.0,0.004162,0.012486,0.5441,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A11,A,3,0.003175,0.009526,0.005216,0.000854,0.003886,0.0,0.0,0.003175,0.009526,0.6087,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A23,A,3,0.003799,0.011396,0.004081,0.002274,0.004736,0.0,0.0,0.003799,0.011396,0.9309,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A24,A,3,0.008448,0.025343,0.017183,0.000779,0.010557,0.0,0.0,0.008448,0.025343,0.4916,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A25,A,3,0.004483,0.013449,0.005166,0.002255,0.005518,0.0,0.0,0.004483,0.013449,0.8678,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A26,A,3,0.003684,0.011053,0.002646,0.002789,0.00453,0.0,0.0,0.003684,0.011053,1.3923,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A29,A,3,0.001777,0.005332,0.002121,0.001011,0.002175,0.0,0.0,0.001777,0.005332,0.8378,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A30,A,3,0.002096,0.006287,0.002475,0.000999,0.002494,0.0,0.0,0.002096,0.006287,0.8469,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A31,A,3,0.001736,0.005207,0.001867,0.001057,0.002149,0.0,0.0,0.001736,0.005207,0.9298,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A32,A,3,0.003971,0.011913,0.004147,0.002469,0.004761,0.0,0.0,0.003971,0.011913,0.9576,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A33,A,3,0.003814,0.011443,0.003367,0.00292,0.004676,0.0,0.0,0.003814,0.011443,1.1328,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A68,A,3,0.009398,0.028193,0.012791,0.003868,0.011475,0.0,0.0,0.009398,0.028193,0.7347,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,A_Other,A,3,0.003718,0.011155,0.003266,0.002695,0.004547,0.0,0.0,0.003718,0.011155,1.1384,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B07,B,3,0.060903,0.18271,0.102214,0.01567,0.07604,0.0,1.0,0.060903,0.18271,0.5958,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B08,B,3,0.014584,0.043753,0.018985,0.006344,0.017676,0.0,0.0,0.014584,0.043753,0.7682,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B13,B,3,0.008765,0.026295,0.010535,0.004533,0.010776,0.0,0.0,0.008765,0.026295,0.832,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B14,B,3,0.10105,0.303151,0.057677,0.084243,0.121789,0.0,0.3333,0.10105,0.303151,1.752,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B15,B,3,0.005546,0.016637,0.006674,0.003191,0.00688,0.0,0.0,0.005546,0.016637,0.831,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B18,B,3,0.00229,0.00687,0.001588,0.001596,0.002595,0.0,0.0,0.00229,0.00687,1.4421,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B27,B,3,0.012582,0.037747,0.017868,0.005181,0.015669,0.0,0.0,0.012582,0.037747,0.7042,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B35,B,3,0.00198,0.005939,0.001526,0.001404,0.002378,0.0,0.0,0.00198,0.005939,1.2975,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B37,B,3,0.052995,0.158984,0.087692,0.015105,0.066074,0.0,0.0,0.052995,0.158984,0.6043,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B38,B,3,0.015234,0.045702,0.024892,0.004168,0.018968,0.0,0.0,0.015234,0.045702,0.612,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B39,B,3,0.014836,0.044507,0.018333,0.007267,0.018333,0.0,0.0,0.014836,0.044507,0.8093,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B40,B,3,0.005891,0.017672,0.010414,0.001241,0.00723,0.0,0.0,0.005891,0.017672,0.5657,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B41,B,3,0.015387,0.046161,0.012615,0.011516,0.018684,0.0,0.0,0.015387,0.046161,1.2197,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B44,B,3,0.003063,0.009189,0.002663,0.002,0.003711,0.0,0.0,0.003063,0.009189,1.1502,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B46,B,3,0.0062,0.0186,0.005187,0.004516,0.007597,0.0,0.0,0.0062,0.0186,1.1953,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B49,B,3,0.006947,0.020842,0.006904,0.004139,0.008327,0.0,0.0,0.006947,0.020842,1.0062,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B50,B,3,0.014548,0.043644,0.008986,0.012519,0.017824,0.0,0.0,0.014548,0.043644,1.619,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B51,B,3,0.008938,0.026813,0.010899,0.005089,0.011166,0.0,0.0,0.008938,0.026813,0.8201,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B52,B,3,0.003631,0.010892,0.002289,0.002705,0.004278,0.0,0.0,0.003631,0.010892,1.5863,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
